0.000000000000000000e+00,1.732364177703857422e+00,-1.073367714881896973e+00,9.153829216957092285e-01,6.271674633026123047e-01,3.361905515193939209e-01,8.262054920196533203e-01,5.762884020805358887e-01,-3.608399927616119385e-01,0.000000000000000000e+00,9.947635531425476074e-01,-4.885407090187072754e-01,1.552868127822875977e+00,2.214872121810913086e+00,9.088404178619384766e-01,5.933905392885208130e-02,-1.164589285850524902e+00,2.548224449157714844e+00,8.580102324485778809e-01,1.466140985488891602e+00,-8.570511341094970703e-01,0.000000000000000000e+00,9.757598638534545898e-01,8.615865111351013184e-01,9.853213429450988770e-01,8.483970165252685547e-01,7.076429128646850586e-01,9.317858219146728516e-01,1.070593714714050293e+00
0.000000000000000000e+00,7.373436689376831055e-01,1.971258640289306641e+00,2.623111307621002197e-01,6.470013856887817383e-01,-3.611074388027191162e-01,1.809792160987854004e+00,1.040706276893615723e+00,-1.390898972749710083e-01,2.173076152801513672e+00,2.235164880752563477e+00,1.307529211044311523e+00,1.439127922058105469e+00,0.000000000000000000e+00,1.972227692604064941e+00,1.658381521701812744e-01,-1.681602597236633301e+00,0.000000000000000000e+00,7.022296190261840820e-01,9.556203484535217285e-01,-5.696066617965698242e-01,3.101961374282836914e+00,8.025941848754882812e-01,8.233814835548400879e-01,9.764425754547119141e-01,7.665793299674987793e-01,4.549654126167297363e-01,1.168051600456237793e+00,9.727112054824829102e-01
0.000000000000000000e+00,1.050838232040405273e+00,-1.029539108276367188e+00,-5.234960000962018967e-03,5.442446470260620117e-01,-1.000568747520446777e+00,8.371983766555786133e-01,5.344698205590248108e-02,8.162013292312622070e-01,2.173076152801513672e+00,1.294036149978637695e+00,2.823010645806789398e-02,-1.365087389945983887e+00,2.214872121810913086e+00,3.387735784053802490e-01,8.503451943397521973e-01,4.348180294036865234e-01,0.000000000000000000e+00,6.898158788681030273e-01,-6.908711194992065430e-01,-1.439708828926086426e+00,0.000000000000000000e+00,7.518106698989868164e-01,7.269144058227539062e-01,9.858003854751586914e-01,9.773862957954406738e-01,1.413207888603210449e+00,9.248912334442138672e-01,7.382494807243347168e-01
0.000000000000000000e+00,3.764497041702270508e-01,-1.204853415489196777e+00,-4.874097108840942383e-01,1.105650186538696289e+00,-1.380387067794799805e+00,1.203810453414916992e+00,5.723274350166320801e-01,1.531684547662734985e-01,0.000000000000000000e+00,9.352111816406250000e-01,-3.360349833965301514e-01,-1.439434528350830078e+00,1.107436060905456543e+00,1.089379191398620605e+00,1.804021447896957397e-01,-8.533828258514404297e-01,0.000000000000000000e+00,2.076262950897216797e+00,-3.544105887413024902e-01,1.081917047500610352e+00,3.101961374282836914e+00,1.669636130332946777e+00,1.521991372108459473e+00,9.824977517127990723e-01,1.394420504570007324e+00,9.622963666915893555e-01,1.149188280105590820e+00,1.532104730606079102e+00
0.000000000000000000e+00,2.790522575378417969e+00,8.911272883415222168e-01,5.131084322929382324e-01,3.664455413818359375e-01,1.276996731758117676e+00,6.827485561370849609e-01,4.584510028362274170e-01,1.509724974632263184e+00,2.173076152801513672e+00,1.339109659194946289e+00,1.199706792831420898e+00,-8.657404780387878418e-01,2.214872121810913086e+00,8.559784293174743652e-01,1.421716958284378052e-01,-1.183450341224670410e+00,0.000000000000000000e+00,3.999179601669311523e-01,-1.119775176048278809e+00,-3.221130967140197754e-01,0.000000000000000000e+00,6.975958943367004395e-01,1.015402913093566895e+00,9.920961260795593262e-01,9.864384531974792480e-01,1.307849526405334473e+00,1.090263009071350098e+00,9.729986190795898438e-01
1.000000000000000000e+00,1.092564344406127930e+00,-1.658722877502441406e+00,-2.210757285356521606e-01,4.077608883380889893e-01,9.683636426925659180e-01,9.466689229011535645e-01,-7.308151125907897949e-01,8.794001340866088867e-01,0.000000000000000000e+00,8.881232738494873047e-01,-2.622106373310089111e-01,-1.426118731498718262e+00,2.214872121810913086e+00,5.560171604156494141e-01,4.161565303802490234e-01,-8.278650045394897461e-01,0.000000000000000000e+00,6.883554458618164062e-01,-1.632794260978698730e+00,-1.352032661437988281e+00,0.000000000000000000e+00,1.086481332778930664e+00,7.850818634033203125e-01,9.882518649101257324e-01,6.751510500907897949e-01,6.554591059684753418e-01,6.811389327049255371e-01,6.445140838623046875e-01
1.000000000000000000e+00,1.419052481651306152e+00,-7.115387916564941406e-02,1.225550293922424316e+00,1.644325107336044312e-01,-1.470897316932678223e+00,7.363387942314147949e-01,1.122895240783691406e+00,7.369256615638732910e-01,2.173076152801513672e+00,9.679460525512695312e-01,-1.845007240772247314e-01,-6.543502807617187500e-01,1.107436060905456543e+00,5.999224781990051270e-01,7.454883772879838943e-03,-1.210077524185180664e+00,0.000000000000000000e+00,7.066109776496887207e-01,2.238168239593505859e+00,-6.284273862838745117e-01,0.000000000000000000e+00,1.033622503280639648e+00,9.664292335510253906e-01,9.837271571159362793e-01,1.085633039474487305e+00,1.474716186523437500e+00,1.133733391761779785e+00,9.676744341850280762e-01
1.000000000000000000e+00,1.635186195373535156e+00,5.638737678527832031e-01,-1.228652819991111755e-01,6.721231937408447266e-01,-5.635129213333129883e-01,8.799788951873779297e-01,5.891613960266113281e-01,1.249168515205383301e+00,2.173076152801513672e+00,4.988296329975128174e-01,-4.846552014350891113e-01,-1.248018264770507812e+00,0.000000000000000000e+00,9.272806644439697266e-01,-7.635257244110107422e-01,1.643586158752441406e+00,1.274112224578857422e+00,8.738316893577575684e-01,8.281984925270080566e-01,-3.864828944206237793e-01,0.000000000000000000e+00,9.263242483139038086e-01,1.041809797286987305e+00,9.895279407501220703e-01,1.299769878387451172e+00,9.608188867568969727e-01,1.069870710372924805e+00,8.992596864700317383e-01
1.000000000000000000e+00,7.100752592086791992e-01,9.281380772590637207e-01,1.679981708526611328e+00,5.259277224540710449e-01,5.685542821884155273e-01,4.145226478576660156e-01,-6.902157068252563477e-01,1.001362681388854980e+00,0.000000000000000000e+00,7.371649742126464844e-01,-2.777526080608367920e-01,-1.589793443679809570e+00,0.000000000000000000e+00,1.494537591934204102e+00,2.614142596721649170e-01,-3.713150024414062500e-01,2.548224449157714844e+00,1.203891754150390625e+00,7.240955829620361328e-01,-2.599629461765289307e-01,1.550980687141418457e+00,8.807427287101745605e-01,1.032332181930541992e+00,9.952366948127746582e-01,1.073409795761108398e+00,3.195600211620330811e-01,7.943462729454040527e-01,8.818226456642150879e-01
1.000000000000000000e+00,1.113793373107910156e+00,6.797760725021362305e-01,-4.829702675342559814e-01,1.543697118759155273e+00,-8.300044536590576172e-01,1.260240554809570312e+00,9.921849966049194336e-01,7.840476036071777344e-01,1.086538076400756836e+00,6.331686973571777344e-01,1.382325053215026855e+00,1.625550746917724609e+00,1.107436060905456543e+00,4.985889792442321777e-01,5.363093614578247070e-01,1.669103980064392090e+00,0.000000000000000000e+00,3.916421234607696533e-01,1.520274519920349121e+00,-4.930260181427001953e-01,0.000000000000000000e+00,5.551192164421081543e-01,7.872523069381713867e-01,9.729151129722595215e-01,8.961372375488281250e-01,9.451277256011962891e-01,1.055754423141479492e+00,7.986027002334594727e-01
0.000000000000000000e+00,3.925545215606689453e-01,2.015573829412460327e-01,-1.108301758766174316e+00,8.639581203460693359e-01,-1.319174654781818390e-02,6.745039224624633789e-01,1.363521218299865723e+00,8.283975720405578613e-01,2.173076152801513672e+00,5.439031124114990234e-01,1.590198993682861328e+00,-8.818305134773254395e-01,0.000000000000000000e+00,8.336744904518127441e-01,1.292725920677185059e+00,1.456640481948852539e+00,0.000000000000000000e+00,6.606069803237915039e-01,9.031704813241958618e-02,-3.966302797198295593e-02,0.000000000000000000e+00,8.945849537849426270e-01,9.593892693519592285e-01,9.860398769378662109e-01,1.396695017814636230e+00,1.160790324211120605e+00,9.448224306106567383e-01,9.651188850402832031e-01
0.000000000000000000e+00,1.066393971443176270e+00,-1.027591109275817871e+00,1.171173930168151855e+00,8.086705207824707031e-01,-1.445522427558898926e+00,1.169182896614074707e+00,-6.426846385002136230e-01,-1.612622261047363281e+00,2.173076152801513672e+00,1.391737222671508789e+00,-2.388976514339447021e-01,8.145946264266967773e-02,0.000000000000000000e+00,8.673937916755676270e-01,2.422990351915359497e-01,5.441008806228637695e-01,0.000000000000000000e+00,1.597967982292175293e+00,5.200538635253906250e-01,-4.675000607967376709e-01,3.101961374282836914e+00,8.099468350410461426e-01,8.966361284255981445e-01,9.884974956512451172e-01,8.131924867630004883e-01,1.584815144538879395e+00,1.160963773727416992e+00,1.108801603317260742e+00
1.000000000000000000e+00,1.154970407485961914e+00,-2.133045673370361328e+00,-1.077784299850463867e+00,4.834630489349365234e-01,-3.647993206977844238e-01,5.249093174934387207e-01,-1.223949551582336426e+00,7.278403639793395996e-02,0.000000000000000000e+00,9.475497603416442871e-01,-1.864434629678726196e-01,1.309297800064086914e+00,2.214872121810913086e+00,9.392229318618774414e-01,-5.288598127663135529e-03,-8.816742897033691406e-01,1.274112224578857422e+00,7.126961350440979004e-01,-1.190565109252929688e+00,1.058610796928405762e+00,0.000000000000000000e+00,1.082590579986572266e+00,1.173699259757995605e+00,9.960325956344604492e-01,1.204478979110717773e+00,9.265922307968139648e-01,9.310243129730224609e-01,8.892761468887329102e-01
1.000000000000000000e+00,8.315932750701904297e-01,-5.318410992622375488e-01,1.386460065841674805e+00,6.574981212615966797e-01,6.125022098422050476e-02,5.805149078369140625e-01,-4.161509126424789429e-02,-1.619274854660034180e+00,0.000000000000000000e+00,7.395571470260620117e-01,1.437693357467651367e+00,8.487891554832458496e-01,2.214872121810913086e+00,6.350467801094055176e-01,-1.229573130607604980e+00,6.203589960932731628e-02,0.000000000000000000e+00,1.054439783096313477e+00,1.827604174613952637e-01,3.899417519569396973e-01,0.000000000000000000e+00,8.265258073806762695e-01,1.206712007522583008e+00,9.874265193939208984e-01,5.239642858505249023e-01,7.036963701248168945e-01,7.505874037742614746e-01,7.017133831977844238e-01
0.000000000000000000e+00,4.505684077739715576e-01,2.124171733856201172e+00,-1.669266581535339355e+00,3.787496089935302734e-01,-1.516701936721801758e+00,7.422016263008117676e-01,1.144680380821228027e+00,-1.034408807754516602e+00,0.000000000000000000e+00,1.335206627845764160e+00,-2.340407669544219971e-01,1.757805496454238892e-01,1.107436060905456543e+00,1.120990991592407227e+00,6.118600368499755859e-01,4.608905911445617676e-01,1.274112224578857422e+00,1.758373260498046875e+00,-1.193896412849426270e+00,-1.679430842399597168e+00,0.000000000000000000e+00,8.770527243614196777e-01,9.002144932746887207e-01,9.927201271057128906e-01,1.154121041297912598e+00,6.975613832473754883e-01,1.027167797088623047e+00,9.118535518646240234e-01
1.000000000000000000e+00,6.207668185234069824e-01,6.593226790428161621e-01,7.267300486564636230e-01,6.402446031570434570e-01,3.156403601169586182e-01,6.384107470512390137e-01,3.237797319889068604e-01,-4.611819386482238770e-01,2.173076152801513672e+00,1.363912582397460938e+00,5.430581569671630859e-01,-1.231373429298400879e+00,2.214872121810913086e+00,1.554073214530944824e+00,-4.886306226253509521e-01,1.218104243278503418e+00,0.000000000000000000e+00,4.356987774372100830e-01,1.465308189392089844e+00,-3.304373323917388916e-01,0.000000000000000000e+00,1.566438317298889160e+00,1.262330532073974609e+00,9.942664504051208496e-01,1.238551378250122070e+00,8.925710320472717285e-01,9.817313551902770996e-01,1.038269281387329102e+00
1.000000000000000000e+00,4.397708773612976074e-01,6.641924977302551270e-01,-7.487516403198242188e-01,1.715890526771545410e+00,-2.912355363368988037e-01,1.054857134819030762e+00,6.188682317733764648e-01,1.417698502540588379e+00,2.173076152801513672e+00,5.185964703559875488e-01,3.371269404888153076e-01,-9.495197534561157227e-01,0.000000000000000000e+00,6.280218958854675293e-01,1.185316681861877441e+00,1.064997315406799316e+00,0.000000000000000000e+00,4.286400079727172852e-01,-8.707610368728637695e-01,5.270050168037414551e-01,3.101961374282836914e+00,9.536653161048889160e-01,8.710529804229736328e-01,9.881671071052551270e-01,5.829287767410278320e-01,8.404331207275390625e-01,9.458723664283752441e-01,8.311246037483215332e-01
